#data
a
#tokens
1;5;string;"
1;6;);
1;6;eof;

#data
'abc'
#tokens
1;1;string;abc
1;6;eof;

#data
'abc''def'
#tokens
1;1;string;abc
1;6;string;def
1;11;eof;

#data
'ab'cd'ef'
#tokens
1;1;string;ab
1;5;identifier;cd
1;7;string;ef
1;11;eof;

#data
'ab
#errors
1;4;m;unclosed string literal
#tokens
1;1;string;ab
1;4;eof;

#data
'abc\'d'
#tokens
1;1;string;abc'd
1;9;eof;

#data
'a\\b\\c'
#tokens
1;1;string;a\b\c
1;10;eof;

#data
'a\'b
#errors
1;6;m;unclosed string literal
#tokens
1;1;string;a'b
1;6;eof;

#data
''
#tokens
1;1;string;
1;3;eof;

#data
'ab''
#errors
1;6;m;unclosed string literal
#tokens
1;1;string;ab
1;5;string;
1;6;eof;

#data
'ab\'
#errors
1;6;m;unclosed string literal
#tokens
1;1;string;ab'
1;6;eof;

#data
'ab"cd"ef'
#tokens
1;1;string;ab"cd"ef
1;11;eof;

#data
"$a"
#tokens
1;2;(;
1;2;string;
1;2;_;
1;2;$;
1;3;identifier;a
1;4;);
1;5;eof;

#data
"xx$ab"
#tokens
1;2;(;
1;2;string;
1;2;_;
1;2;string;xx
1;4;_;
1;4;$;
1;5;identifier;ab
1;7;);
1;8;eof;

#data
"$a.b"
#tokens
1;2;(;
1;2;string;
1;2;_;
1;2;$;
1;3;identifier;a
1;4;_;
1;4;string;.b
1;6;);
1;7;eof;

#data
"$a$b"
#tokens
1;2;(;
1;2;string;
1;2;_;
1;2;$;
1;3;identifier;a
1;4;_;
1;4;$;
1;5;identifier;b
1;6;);
1;7;eof;

#data
"\$a"
#tokens
1;2;(;
1;2;string;
1;2;_;
1;3;string;$
1;4;_;
1;4;string;a
1;5;);
1;6;eof;

#data
"$a\b"
#tokens
1;2;(;
1;2;string;
1;2;_;
1;2;$;
1;3;identifier;a
1;4;_;
1;5;string;b
1;6;);
1;7;eof;

#data
"a$}"
#tokens
1;2;(;
1;2;string;
1;2;_;
1;2;string;a
1;4;_;
1;4;string;}
1;5;);
1;6;eof;

#data
"a$$}"
#tokens
1;2;(;
1;2;string;
1;2;_;
1;2;string;a
1;5;_;
1;5;string;}
1;6;);
1;7;eof;

#data
"a$"
#tokens
1;2;(;
1;2;string;
1;2;_;
1;2;string;a
1;4;);
1;5;eof;

#data
"a$0"
#tokens
1;2;(;
1;2;string;
1;2;_;
1;2;string;a
1;3;_;
1;3;string;$0
1;5;);
1;6;eof;

#data
"a$0a"
#errors
1;4;m;not an identifier
#tokens
1;2;(;
1;2;string;
1;2;_;
1;2;string;a
1;6;);
1;7;eof;

#data
"a$1a"
#errors
1;4;m;not an identifier
#tokens
1;2;(;
1;2;string;
1;2;_;
1;2;string;a
1;6;);
1;7;eof;

#data
"a$_42"
#tokens
1;2;(;
1;2;string;
1;2;_;
1;2;string;a
1;3;_;
1;3;$;
1;4;identifier;_42
1;7;);
1;8;eof;
